Date_Posted,Year,Month,City,Country,Work_Type,Gender_Preference,Job_Title,Specialization,Job_Portal,Company,Company_Size,Company_Sector,Minimum_Experience (years),Maximum_Experience (years),Position_level,Qualifications,Minimum Salary,Maximum Salary,Avg_Salary
2022-12-10,2022,12,Singapore,Singapore,Full-Time,Male,Electrical Designer,Electrical Engineer,Indeed,Sanmina,500 or above,Manufacturing,4,12,Senior,MCA,61000,89000,75000
2024-01-07,2024,1,Tokyo,Japan,Full-Time,Male,UI Developer,UX/UI Designer,SimplyHired,Masco,500 or above,Manufacturing,5,8,Senior,B.Tech,65000,83000,74000
2023-07-12,2023,7,City of Port Louis,Mauritius,Temporary,Male,Sales Consultant,Sales Advisor,Indeed,Royal Caribbean Group,500 or above,Travel/Cruise Lines,3,8,Senior,B.Com,64000,81000,72500
2023-07-08,2023,7,Madrid,Spain,Intern,Female,Event Planner,Event Coordinator,Internships.com,Bunzl,500 or above,Business Services,0,8,Senior,B.Com,60000,130000,95000
2023-02-10,2023,2,London,UK,Contract,Both,Procurement Manager,Strategic Sourcing Manager,CareerBuilder,BYD Company,500 or above,Automotive,1,10,Senior,B.Com,60000,101000,80500
2024-04-05,2024,4,Madrid,Spain,Contract,Male,Legal Assistant,Legal Secretary,The Muse,C.H. Robinson Worldwide,500 or above,Logistics,2,13,Senior,B.Tech,63000,85000,74000
2021-04-10,2021,4,Bangkok,Thailand,Temporary,Male,Occupational Therapist,Mental Health Occupational Therapist,Internships.com,UltraTech Cement,500 or above,Cement & Aggregates,4,10,Senior,BA,65000,115000,90000
2022-12-01,2022,12,Ottawa,Canada,Full-Time,Both,Tax Consultant,Personal Tax Consultant,Monster,Texas Instruments,500 or above,Technology,3,12,Senior,MCA,59000,109000,84000
2025-04-05,2025,4,Ottawa,Canada,Temporary,Both,Physician Assistant,Emergency Medicine Physician Assistant,FlexJobs,Eli Lilly,500 or above,Healthcare,1,8,Senior,PhD,57000,93000,75000
2024-05-09,2024,5,London,UK,Part-Time,Female,Substance Abuse Counselor,Recovery Coach,Snagajob,Stockland Corporation,500 or above,Real Estate/Property Development,5,8,Senior,BBA,64000,115000,89500
2023-06-08,2023,6,Tokyo,Japan,Contract,Female,Social Media Manager,Social Media Analyst,FlexJobs,CRH (China Resources Holdings),500 or above,Conglomerate,3,15,Senior,B.Tech,64000,125000,94500
2023-02-12,2023,2,"Washington, D.C.",USA,Intern,Both,Process Engineer,Industrial Engineer,Idealist,Adidas AG,500 or above,Apparel and Footwear,4,8,Senior,B.Tech,55000,111000,83000
2023-02-03,2023,2,Paris,France,Contract,Male,Supply Chain Manager,Logistics Manager,Jobs2Careers,Sysco,500 or above,Food and Beverage,2,13,Senior,BCA,63000,117000,90000
2024-07-08,2024,7,City of Port Louis,Mauritius,Part-Time,Female,Legal Assistant,Litigation Support Specialist,Glassdoor,DISH Network,500 or above,Telecommunications,0,9,Senior,M.Com,58000,83000,70500
2021-12-11,2021,12,New Delhi,India,Contract,Female,QA Analyst,Software QA Tester,Indeed,Tesla,500 or above,Automotive,1,9,Senior,B.Com,55000,121000,88000
2022-02-05,2022,2,Paris,France,Full-Time,Female,Financial Planner,Tax Planner,LinkedIn,Britannia Industries,500 or above,Food & Beverages,0,14,Senior,M.Tech,62000,80000,71000
2024-05-05,2024,5,Beijing,China,Contract,Female,Product Manager,Technical Product Manager,Stack Overflow Jobs,Sydney Airport Holdings,51-500,Transportation/Airports,2,12,Senior,PhD,56000,126000,91000
2023-11-08,2023,11,Singapore,Singapore,Part-Time,Female,Marketing Analyst,Digital Marketing Analyst,Dice,Siemens India,500 or above,Industrial Conglomerates,5,10,Senior,B.Com,62000,101000,81500
2023-01-09,2023,1,Beijing,China,Contract,Both,Nurse Manager,Nursing Director,Jobs2Careers,United Services Automobile Assn.,500 or above,Insurance,2,11,Senior,M.Tech,62000,104000,83000
2023-10-07,2023,10,Bangkok,Thailand,Part-Time,Female,Event Coordinator,Corporate Event Coordinator,The Muse,Lear,500 or above,Automotive,5,9,Senior,BCA,57000,118000,87500
2025-02-04,2025,2,London,UK,Temporary,Both,Network Engineer,Wireless Network Engineer,USAJOBS,Berkeley Group Holdings,500 or above,Real Estate,3,11,Senior,BCA,57000,115000,86000
2023-07-12,2023,7,"Washington, D.C.",USA,Temporary,Male,Investment Analyst,Portfolio Manager,Snagajob,DTE Energy,500 or above,Utilities,4,11,Senior,MBA,63000,99000,81000
2025-03-01,2025,3,City of Port Louis,Mauritius,Intern,Male,Substance Abuse Counselor,Family Counselor,SimplyHired,Transurban Group,500 or above,Transportation/Infrastructure,2,11,Senior,PhD,57000,109000,83000
2024-01-07,2024,1,Canberra,Australia,Contract,Female,Nurse Manager,Nursing Director,FlexJobs,AECOM,500 or above,Engineering and Construction,5,15,Senior,PhD,61000,84000,72500
2024-01-08,2024,1,Berlin,Germany,Part-Time,Both,IT Manager,IT Director,Stack Overflow Jobs,Deutsche Post DHL Group,500 or above,Logistics,5,15,Senior,B.Tech,63000,104000,83500
2024-08-07,2024,8,City of Port Louis,Mauritius,Contract,Both,Software Tester,Quality Assurance Analyst,Indeed,BMW Group,500 or above,Automotive,5,15,Senior,B.Com,63000,118000,90500
2023-01-06,2023,1,Brussels,Belgium,Full-Time,Both,Software Architect,Solution Architect,Glassdoor,Continental Resources,500 or above,Energy,2,13,Senior,BA,57000,119000,88000
2023-04-08,2023,4,Brussels,Belgium,Temporary,Female,Civil Engineer,Structural Engineer,Idealist,Travis Perkins,500 or above,Construction and Engineering,2,12,Senior,M.Tech,64000,95000,79500
2022-07-05,2022,7,London,UK,Temporary,Male,Back-End Developer,API Developer,Glassdoor,Westlake,500 or above,Chemicals,0,15,Senior,BCA,59000,105000,82000
2022-05-01,2022,5,Lisbon,Portugal,Temporary,Male,HR Manager,Human Resources Director,Glassdoor,Rockwell Automation,500 or above,Manufacturing,4,14,Senior,BCA,65000,117000,91000
2023-08-05,2023,8,City of Port Louis,Mauritius,Contract,Male,Network Engineer,Network Security Engineer,Stack Overflow Jobs,CarMax,500 or above,Retail,1,14,Senior,MCA,65000,117000,91000
2023-05-01,2023,5,Canberra,Australia,Intern,Male,Procurement Manager,Supplier Diversity Manager,Snagajob,Britannia Industries,500 or above,Food & Beverages,0,12,Senior,BA,58000,120000,89000
2024-03-12,2024,3,Lisbon,Portugal,Contract,Female,Event Planner,Corporate Event Planner,Snagajob,Haier Group,500 or above,Appliances,5,14,Senior,B.Com,60000,85000,72500
2025-01-03,2025,1,Ottawa,Canada,Full-Time,Both,Marketing Manager,Brand Manager,The Muse,Barclays,500 or above,Financial Services,4,10,Senior,B.Com,63000,106000,84500
2024-07-04,2024,7,Hanoi,Vietnam,Contract,Male,Front-End Engineer,UI/UX Front-End Developer,Stack Overflow Jobs,Fidelity National Financial,500 or above,Financial Services,0,11,Senior,BBA,60000,100000,80000
2023-11-01,2023,11,Singapore,Singapore,Contract,Both,Tax Consultant,Business Tax Consultant,Indeed,Ford Motor Company,500 or above,Automotive,0,13,Senior,BCA,55000,127000,91000
2022-03-04,2022,3,Hanoi,Vietnam,Contract,Female,Content Writer,Content Strategist,Dice,Nationwide,500 or above,Insurance,5,13,Senior,MCA,60000,86000,73000
2023-08-02,2023,8,Ottawa,Canada,Full-Time,Female,Software Developer,Mobile App Developer,FlexJobs,Mahindra & Mahindra,500 or above,Automotive,4,15,Senior,MCA,62000,118000,90000
2023-04-08,2023,4,London,UK,Intern,Male,Sales Representative,Inside Sales Representative,USAJOBS,ProSiebenSat.1 Media SE,500 or above,Media and Entertainment,3,11,Senior,MCA,55000,86000,70500
2023-11-04,2023,11,Hanoi,Vietnam,Intern,Both,Landscape Architect,Residential Landscape Designer,USAJOBS,Massachusetts Mutual Life Insurance,500 or above,Insurance,2,12,Senior,M.Tech,59000,103000,81000
2024-02-09,2024,2,Brussels,Belgium,Temporary,Male,Systems Administrator,IT Support Specialist,Monster,Halliburton,500 or above,Energy,2,9,Senior,BCA,58000,122000,90000
2023-08-05,2023,8,Bangkok,Thailand,Full-Time,Both,Sales Manager,Regional Sales Director,CareerBuilder,Reynolds American Inc.,500 or above,Tobacco,4,8,Senior,BA,57000,98000,77500
2022-02-11,2022,2,Brussels,Belgium,Part-Time,Female,Marketing Manager,Brand Manager,Stack Overflow Jobs,Airbnb,500 or above,Technology,0,9,Senior,MCA,55000,113000,84000
2023-12-03,2023,12,Berlin,Germany,Part-Time,Male,Business Analyst,Data Business Analyst,Stack Overflow Jobs,Synchrony Financial,500 or above,Financial Services,3,10,Senior,PhD,56000,106000,81000
2023-06-05,2023,6,Singapore,Singapore,Contract,Female,Business Development Manager,Strategic Partnerships Manager,FlexJobs,Yum China Holdings,500 or above,Restaurants,3,11,Senior,BBA,65000,124000,94500
2023-06-02,2023,6,Lisbon,Portugal,Contract,Both,Data Analyst,Business Intelligence Analyst,Stack Overflow Jobs,PetroChina,500 or above,Oil and Gas,3,13,Senior,BBA,61000,123000,92000
2022-09-06,2022,9,New Delhi,India,Full-Time,Female,Substance Abuse Counselor,Recovery Coach,USAJOBS,Sirius XM Holdings Inc.,500 or above,Telecommunications/Radio,5,13,Senior,BCA,55000,90000,72500
2023-11-08,2023,11,Singapore,Singapore,Part-Time,Male,SEO Specialist,Content SEO Strategist,Indeed,Bajaj Finserv,500 or above,Financial Services,5,12,Senior,BCA,57000,108000,82500
2023-02-01,2023,2,Paris,France,Temporary,Female,Brand Ambassador,Product Demonstrator,Monster,Paramount Global,500 or above,Entertainment,5,13,Senior,M.Tech,64000,87000,75500
2023-08-12,2023,8,City of Port Louis,Mauritius,Part-Time,Both,Content Writer,Technical Writer,FlexJobs,Bosch Group,500 or above,Manufacturing,0,14,Senior,BCA,57000,116000,86500
2024-10-03,2024,10,Ottawa,Canada,Part-Time,Male,Speech Therapist,Adult Speech Therapist,Internships.com,New York Life Insurance,500 or above,Insurance,4,13,Senior,B.Com,57000,94000,75500
2022-02-05,2022,2,Bangkok,Thailand,Contract,Male,Digital Marketing Specialist,SEO Specialist,Idealist,Bayer AG,500 or above,Pharmaceuticals,5,15,Senior,B.Tech,64000,114000,89000
2023-12-08,2023,12,Singapore,Singapore,Contract,Male,Research Analyst,Market Research Analyst,FlexJobs,William Hill plc,500 or above,Gambling,2,12,Senior,BBA,61000,105000,83000
2024-10-08,2024,10,Beijing,China,Temporary,Both,Systems Engineer,Systems Integration Specialist,Stack Overflow Jobs,Tyson Foods,500 or above,Food and Beverage,0,10,Senior,BCA,59000,113000,86000
2022-09-09,2022,9,"Washington, D.C.",USA,Contract,Male,Teacher,Subject Matter Expert,USAJOBS,Hochschild Mining,500 or above,Mining and Metals,1,14,Senior,PhD,63000,124000,93500
2023-11-10,2023,11,Ottawa,Canada,Full-Time,Female,Network Security Specialist,Security Consultant,SimplyHired,Delek US Holdings,500 or above,Energy,2,11,Senior,M.Com,61000,82000,71500
2023-12-08,2023,12,Ottawa,Canada,Part-Time,Male,Operations Manager,Operations Director,Snagajob,AutoNation,500 or above,Automotive,5,14,Senior,MCA,64000,113000,88500
2023-08-02,2023,8,Bangkok,Thailand,Temporary,Male,Electrical Designer,PCB Designer,Idealist,Starbucks,500 or above,Food and Beverage,2,12,Senior,BCA,55000,110000,82500
2022-04-11,2022,4,Tokyo,Japan,Contract,Male,Marketing Analyst,Data Analyst,Internships.com,Sanmina,500 or above,Manufacturing,4,12,Senior,PhD,55000,84000,69500
2023-02-10,2023,2,City of Port Louis,Mauritius,Intern,Female,Software Architect,Cloud Architect,Jobs2Careers,Unum Group,500 or above,Insurance,2,11,Senior,MBA,62000,90000,76000
2023-06-01,2023,6,New Delhi,India,Full-Time,Female,Data Engineer,ETL Developer,The Muse,GXO Logistics,500 or above,Transportation,0,8,Senior,B.Com,64000,105000,84500
2022-09-05,2022,9,Paris,France,Intern,Male,Landscape Architect,Urban Planner,Jobs2Careers,Daimler AG (now known as Mercedes-Benz AG),500 or above,Automotive,5,9,Senior,MBA,55000,110000,82500
2022-03-02,2022,3,Hanoi,Vietnam,Full-Time,Both,Java Developer,Java Web Application Developer,SimplyHired,Origin Energy,500 or above,Energy/Oil and Gas,0,10,Senior,M.Com,63000,122000,92500
2023-01-02,2023,1,City of Port Louis,Mauritius,Full-Time,Male,Quality Assurance Analyst,QA Tester,Dice,AECOM,500 or above,Engineering and Construction,5,8,Senior,PhD,60000,120000,90000
2024-05-03,2024,5,Paris,France,Full-Time,Female,Software Engineer,Backend Developer,Stack Overflow Jobs,Tata Motors,500 or above,Automotive,3,8,Senior,BBA,59000,108000,83500
2023-07-08,2023,7,"Washington, D.C.",USA,Temporary,Female,Dental Hygienist,Periodontal Therapist,USAJOBS,Dollar General,500 or above,Retail,5,9,Senior,M.Tech,59000,128000,93500
2022-02-03,2022,2,Bangkok,Thailand,Part-Time,Female,HR Coordinator,Recruitment Coordinator,The Muse,Marks & Spencer,500 or above,Retail,3,14,Senior,M.Tech,57000,110000,83500
2023-06-09,2023,6,New Delhi,India,Full-Time,Male,Physician Assistant,Primary Care Physician Assistant,SimplyHired,Tata Consumer Products,500 or above,Consumer Goods,0,8,Senior,PhD,55000,85000,70000
2025-02-07,2025,2,Tokyo,Japan,Temporary,Female,Sales Manager,Regional Sales Director,SimplyHired,HF Sinclair,500 or above,Energy,0,12,Senior,MCA,61000,113000,87000
2023-12-03,2023,12,Brussels,Belgium,Full-Time,Male,Network Administrator,Network Engineer,LinkedIn,SAP SE,500 or above,Technology and Software,1,9,Senior,MCA,57000,90000,73500
2023-06-12,2023,6,Tokyo,Japan,Intern,Female,Registered Nurse,Clinical Nurse Specialist,SimplyHired,China Construction Bank,500 or above,Banking,4,15,Senior,MCA,57000,98000,77500
2022-11-04,2022,11,Beijing,China,Intern,Female,Brand Ambassador,Brand Promoter,Stack Overflow Jobs,Meta Platforms,500 or above,Technology,5,12,Senior,MCA,56000,125000,90500
2023-05-03,2023,5,London,UK,Contract,Male,Project Coordinator,Construction Project Coordinator,Jobs2Careers,Baker Hughes,500 or above,Energy,2,13,Senior,M.Tech,65000,115000,90000
2023-10-09,2023,10,"Washington, D.C.",USA,Contract,Both,Copywriter,SEO Copywriter,Snagajob,Icahn Enterprises,500 or above,Diversified,0,13,Senior,BBA,57000,94000,75500
2022-11-04,2022,11,Tokyo,Japan,Contract,Male,Civil Engineer,Water Resources Engineer,Internships.com,"Dunkin'Brands Group, Inc.",500 or above,Restaurants,2,13,Senior,M.Com,63000,113000,88000
2022-03-08,2022,3,Hanoi,Vietnam,Part-Time,Male,Financial Analyst,Budget Analyst,Snagajob,WESCO International,500 or above,Industrial,0,10,Senior,B.Com,65000,83000,74000
2022-10-11,2022,10,Lisbon,Portugal,Contract,Both,Nurse Manager,Clinical Nurse Manager,The Muse,Hindustan Zinc,500 or above,Mining,4,15,Senior,BA,62000,113000,87500
2024-10-01,2024,10,Canberra,Australia,Full-Time,Male,Back-End Developer,API Developer,Stack Overflow Jobs,Kinder Morgan,500 or above,Energy,2,12,Senior,BCA,57000,125000,91000
2022-05-03,2022,5,Tokyo,Japan,Part-Time,Male,Landscape Designer,Sustainable Landscape Specialist,FlexJobs,Reliance Industries Limited,500 or above,Conglomerate,2,8,Senior,MBA,58000,118000,88000
2023-10-08,2023,10,City of Port Louis,Mauritius,Temporary,Male,Investment Advisor,Wealth Advisor,USAJOBS,Fuchs Petrolub SE,500 or above,Lubricants,2,8,Senior,M.Tech,60000,127000,93500
2025-04-04,2025,4,Bangkok,Thailand,Intern,Male,Digital Marketing Specialist,Social Media Manager,Internships.com,HDFC Ltd,500 or above,Financial Services,2,12,Senior,B.Tech,58000,122000,90000
2025-01-04,2025,1,London,UK,Temporary,Both,Procurement Manager,Procurement Analyst,LinkedIn,Qurate Retail,500 or above,Retail,1,9,Senior,PhD,55000,83000,69000
2023-03-09,2023,3,Hanoi,Vietnam,Full-Time,Male,Landscape Architect,Urban Planner,Jobs2Careers,Occidental Petroleum,500 or above,Energy,0,11,Senior,B.Tech,58000,97000,77500
2024-09-07,2024,9,Beijing,China,Full-Time,Both,Legal Counsel,Intellectual Property Lawyer,Idealist,Occidental Petroleum,500 or above,Energy,3,11,Senior,BCA,62000,81000,71500
2023-06-10,2023,6,Lisbon,Portugal,Full-Time,Female,Quality Assurance Analyst,Quality Assurance Manager,Snagajob,Bosch Limited,500 or above,Industrial Conglomerates,2,10,Senior,B.Tech,60000,122000,91000
2023-12-01,2023,12,Bangkok,Thailand,Temporary,Female,Project Manager,IT Project Manager,LinkedIn,State Farm Insurance,500 or above,Insurance,4,8,Senior,MCA,56000,84000,70000
2022-04-11,2022,4,"Washington, D.C.",USA,Part-Time,Both,Network Administrator,Network Engineer,Monster,DuPont,500 or above,Manufacturing,1,11,Senior,B.Tech,65000,116000,90500
2022-01-09,2022,1,Beijing,China,Intern,Male,HR Coordinator,Benefits Coordinator,Internships.com,UltraTech Cement,500 or above,Cement & Aggregates,0,8,Senior,B.Com,62000,108000,85000
2023-11-02,2023,11,Lisbon,Portugal,Temporary,Female,Brand Ambassador,Brand Promoter,Monster,Laboratory Corp. of America,500 or above,Healthcare Services,2,15,Senior,BA,57000,112000,84500
2022-05-11,2022,5,"Washington, D.C.",USA,Intern,Female,Database Developer,NoSQL Database Engineer,Stack Overflow Jobs,China Merchants Bank,500 or above,Banking,3,13,Senior,B.Tech,59000,86000,72500
2023-05-09,2023,5,Paris,France,Temporary,Male,Executive Assistant,Office Manager,Jobs2Careers,SF Express,500 or above,Logistics,1,13,Senior,B.Tech,63000,95000,79000
2022-01-09,2022,1,"Washington, D.C.",USA,Contract,Male,Systems Administrator,IT Support Specialist,Jobs2Careers,ConocoPhillips,500 or above,Energy,4,14,Senior,M.Com,55000,97000,76000
2024-07-06,2024,7,London,UK,Intern,Male,Copywriter,Technical Copywriter,Internships.com,Munich Re Group,500 or above,Insurance,0,11,Senior,PhD,64000,129000,96500
2022-03-10,2022,3,Madrid,Spain,Temporary,Male,UX/UI Designer,User Experience Designer,LinkedIn,Associated British Foods,500 or above,Food and Beverage,3,14,Senior,BBA,59000,109000,84000
2024-04-05,2024,4,Hanoi,Vietnam,Full-Time,Both,Marketing Specialist,Marketing Analytics Specialist,USAJOBS,Pacific Life,500 or above,Insurance,5,15,Senior,BA,60000,91000,75500
2023-05-09,2023,5,City of Port Louis,Mauritius,Full-Time,Male,Purchasing Agent,Procurement Specialist,SimplyHired,China COSCO Shipping Corporation,500 or above,Shipping and Logistics,1,9,Senior,M.Com,55000,116000,85500
2022-01-02,2022,1,"Washington, D.C.",USA,Part-Time,Both,Social Media Coordinator,Content Creator,FlexJobs,International Flavors & Fragrances,500 or above,Flavors & Fragrances,5,14,Senior,PhD,60000,122000,91000
2023-10-08,2023,10,Ottawa,Canada,Part-Time,Male,Human Resources Manager,Employee Relations Specialist,Indeed,Lear,500 or above,Automotive,0,11,Senior,BA,55000,122000,88500
2024-04-07,2024,4,London,UK,Contract,Both,Financial Controller,Accounting Controller,Glassdoor,AGCO,500 or above,Agriculture,2,13,Senior,BA,65000,82000,73500
2024-06-01,2024,6,New Delhi,India,Full-Time,Female,Brand Ambassador,Product Demonstrator,SimplyHired,Massachusetts Mutual Life Insurance,500 or above,Insurance,3,14,Senior,BCA,56000,94000,75000
2023-08-07,2023,8,Bangkok,Thailand,Full-Time,Male,Systems Analyst,Business Systems Analyst,Internships.com,Oil Search,500 or above,Energy/Oil and Gas,2,9,Senior,BBA,62000,105000,83500
2023-11-03,2023,11,Hanoi,Vietnam,Contract,Female,Marketing Manager,Digital Marketing Manager,FlexJobs,Renishaw,500 or above,Manufacturing,2,9,Senior,MCA,62000,114000,88000
2022-12-11,2022,12,Brussels,Belgium,Contract,Both,Architect,Architectural Designer,ZipRecruiter,Bosch Group,500 or above,Manufacturing,4,12,Senior,M.Com,59000,127000,93000
2022-04-03,2022,4,Hanoi,Vietnam,Full-Time,Female,Pharmaceutical Sales Representative,Medical Sales Specialist,Stack Overflow Jobs,VF,500 or above,Apparel,1,14,Senior,BA,56000,113000,84500
2024-03-07,2024,3,Brussels,Belgium,Intern,Both,Business Development Manager,Sales Manager,The Muse,Anglo American plc,500 or above,Mining and Metals,2,14,Senior,BA,58000,122000,90000
2023-01-04,2023,1,Beijing,China,Contract,Female,Account Executive,Key Account Executive,Dice,Sage Group,500 or above,Software and Technology,4,14,Senior,BCA,60000,130000,95000
2022-09-12,2022,9,Singapore,Singapore,Temporary,Male,UI Developer,UX/UI Designer,Monster,Discover Financial Services,500 or above,Financial Services,4,12,Senior,B.Tech,57000,116000,86500
2024-03-01,2024,3,Hanoi,Vietnam,Full-Time,Both,Financial Advisor,Wealth Management Advisor,Snagajob,Cleveland-Cliffs,500 or above,Mining,2,11,Senior,BBA,62000,127000,94500
2022-04-11,2022,4,Brussels,Belgium,Contract,Female,Customer Support Specialist,Customer Success Manager,Jobs2Careers,Kroger,500 or above,Retail,1,15,Senior,BCA,58000,108000,83000
2024-03-02,2024,3,New Delhi,India,Full-Time,Male,QA Engineer,QA Manager,LinkedIn,Franklin Resources,500 or above,Financial Services,3,14,Senior,BA,60000,107000,83500
2022-12-05,2022,12,Tokyo,Japan,Intern,Female,Supply Chain Manager,Demand Planner,SimplyHired,HCA Healthcare,500 or above,Healthcare,4,12,Senior,M.Tech,61000,110000,85500
2024-05-05,2024,5,City of Port Louis,Mauritius,Temporary,Female,Wedding Planner,Wedding Consultant,Jobs2Careers,ConocoPhillips,500 or above,Energy,1,11,Senior,BCA,65000,98000,81500
2022-03-02,2022,3,Berlin,Germany,Contract,Both,Family Lawyer,Child Custody Lawyer,USAJOBS,Northrop Grumman,500 or above,Aerospace and Defense,4,14,Senior,MBA,65000,106000,85500
2024-04-06,2024,4,New Delhi,India,Contract,Female,Legal Assistant,Paralegal,Idealist,Exxon Mobil,500 or above,Energy,4,13,Senior,MBA,65000,86000,75500
2023-07-10,2023,7,London,UK,Full-Time,Male,Digital Marketing Specialist,SEO Specialist,Dice,Ingredion,500 or above,Food & Beverage,1,8,Senior,BA,62000,87000,74500
2022-02-10,2022,2,Brussels,Belgium,Part-Time,Male,Landscape Architect,Environmental Designer,Jobs2Careers,Siemens AG,500 or above,Technology and Engineering,3,8,Senior,BA,62000,100000,81000
2022-07-04,2022,7,Berlin,Germany,Full-Time,Both,Customer Service Manager,Customer Experience Strategist,FlexJobs,Rockwell Automation,500 or above,Manufacturing,4,8,Senior,PhD,57000,118000,87500
2025-03-07,2025,3,New Delhi,India,Part-Time,Female,Litigation Attorney,Trial Attorney,Jobs2Careers,Southwestern Energy,500 or above,Energy,5,11,Senior,PhD,58000,81000,69500
2024-07-08,2024,7,Beijing,China,Full-Time,Male,Paralegal,Real Estate Paralegal,The Muse,Discover Financial Services,500 or above,Financial Services,4,15,Senior,PhD,60000,122000,91000
2025-02-05,2025,2,City of Port Louis,Mauritius,Temporary,Male,Electrical Designer,Lighting Designer,Stack Overflow Jobs,CF Industries Holdings,500 or above,Fertilizers,0,11,Senior,M.Tech,63000,89000,76000
2023-12-01,2023,12,Tokyo,Japan,Part-Time,Male,Social Worker,School Social Worker,ZipRecruiter,Eversource Energy,500 or above,Utilities,1,15,Senior,MBA,56000,83000,69500
2025-01-07,2025,1,New Delhi,India,Intern,Both,Procurement Specialist,Sourcing Analyst,Monster,Westlake,500 or above,Chemicals,4,11,Senior,MBA,60000,126000,93000
2023-01-11,2023,1,Brussels,Belgium,Temporary,Female,Network Security Specialist,Security Operations Center (SOC) Analyst,Idealist,Oneok,500 or above,Energy,2,10,Senior,BBA,59000,84000,71500
2023-01-07,2023,1,Bangkok,Thailand,Intern,Male,UI Developer,UX/UI Designer,Snagajob,Tencent Music Entertainment Group,500 or above,Entertainment,1,8,Senior,PhD,55000,95000,75000
2022-12-06,2022,12,Ottawa,Canada,Full-Time,Both,IT Administrator,System Administrator,LinkedIn,Toll Brothers,500 or above,Home Construction,5,11,Senior,MCA,56000,81000,68500
2023-05-03,2023,5,Canberra,Australia,Full-Time,Male,UI Developer,Front-End Developer,Indeed,United Parcel Service,500 or above,Transportation,4,12,Senior,M.Tech,59000,108000,83500
2025-05-03,2025,5,Berlin,Germany,Contract,Both,UX/UI Designer,Interaction Designer,SimplyHired,Sinopharm Group,500 or above,Pharmaceuticals,2,10,Senior,MBA,55000,116000,85500
2024-12-04,2024,12,Bangkok,Thailand,Intern,Male,Occupational Therapist,Pediatric Occupational Therapist,Dice,Albertsons,500 or above,Retail,5,10,Senior,PhD,61000,125000,93000
2024-01-05,2024,1,Paris,France,Full-Time,Female,Customer Service Representative,Call Center Agent,USAJOBS,Beiersdorf AG,500 or above,Consumer Goods,2,12,Senior,M.Tech,62000,114000,88000
2024-11-01,2024,11,Ottawa,Canada,Temporary,Both,Systems Engineer,Cloud Systems Engineer,SimplyHired,Western & Southern Financial Group,500 or above,Financial Services,4,13,Senior,M.Com,65000,81000,73000
2023-05-05,2023,5,"Washington, D.C.",USA,Contract,Female,Brand Ambassador,Brand Promoter,Stack Overflow Jobs,Metro AG,500 or above,Retail,5,13,Senior,MCA,59000,106000,82500
2023-09-05,2023,9,Ottawa,Canada,Contract,Female,Architect,Sustainable Design Specialist,Jobs2Careers,Occidental Petroleum,500 or above,Energy,1,12,Senior,BBA,65000,81000,73000
2025-03-04,2025,3,Hanoi,Vietnam,Part-Time,Female,Structural Engineer,Construction Engineer,The Muse,Continental Resources,500 or above,Energy,2,9,Senior,B.Com,55000,100000,77500
2022-05-10,2022,5,Madrid,Spain,Intern,Female,Mechanical Designer,HVAC Systems Designer,Snagajob,Burberry Group,500 or above,Fashion and Apparel,5,13,Senior,MBA,55000,103000,79000
2023-06-11,2023,6,Madrid,Spain,Intern,Female,Research Analyst,Data Analyst Researcher,LinkedIn,CMS Energy,500 or above,Energy,0,9,Senior,M.Tech,57000,114000,85500
2022-10-01,2022,10,Hanoi,Vietnam,Contract,Male,Architect,Sustainable Design Specialist,FlexJobs,Godrej Consumer Products Limited,500 or above,Consumer Goods,2,8,Senior,M.Tech,57000,102000,79500
2024-06-09,2024,6,City of Port Louis,Mauritius,Full-Time,Male,Software Tester,Quality Assurance Analyst,SimplyHired,Aflac,500 or above,Insurance,1,12,Senior,PhD,55000,90000,72500
2022-06-10,2022,6,Beijing,China,Intern,Male,Social Media Manager,Social Media Analyst,SimplyHired,Metro Bank,500 or above,Banking,2,13,Senior,BA,63000,86000,74500
2024-11-05,2024,11,Lisbon,Portugal,Temporary,Female,Software Architect,Solution Architect,Internships.com,Alphabet,500 or above,Technology,2,11,Senior,PhD,55000,96000,75500
2024-09-03,2024,9,City of Port Louis,Mauritius,Full-Time,Both,Civil Engineer,Water Resources Engineer,Indeed,RWE AG,500 or above,Energy,3,10,Senior,M.Com,63000,99000,81000
2023-09-07,2023,9,"Washington, D.C.",USA,Full-Time,Male,Financial Advisor,Investment Advisor,Stack Overflow Jobs,Oneok,500 or above,Energy,3,8,Senior,M.Tech,64000,115000,89500
2022-06-12,2022,6,City of Port Louis,Mauritius,Contract,Female,Procurement Specialist,Procurement Manager,Stack Overflow Jobs,Boston Scientific,500 or above,Medical Devices,3,15,Senior,M.Tech,63000,128000,95500
2023-10-06,2023,10,Singapore,Singapore,Part-Time,Both,Interior Designer,Commercial Interior Designer,Idealist,Fannie Mae,500 or above,Financial Services,2,13,Senior,B.Tech,56000,87000,71500
2023-01-03,2023,1,London,UK,Intern,Both,Family Nurse Practitioner,Primary Care Provider,Stack Overflow Jobs,"Wyndham Hotels & Resorts, Inc.",500 or above,Hospitality/Hotels,5,10,Senior,B.Tech,58000,80000,69000
2022-07-11,2022,7,New Delhi,India,Contract,Both,Landscape Designer,Commercial Landscape Architect,Jobs2Careers,BHP Group,500 or above,Mining,3,10,Senior,BCA,57000,128000,92500
